customer_id,begin_date,end_date,monthly_charges,total_charges,type_One year,type_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
9851-QXEEQ,974,1,104.7,4346.4,False,False,True,False,True,False
6281-FKEWS,974,0,49.05,2265.0,True,False,True,False,True,False
8898-KASCD,1127,0,35.55,1309.15,True,False,False,False,False,True
9242-TKFSV,123,0,65.1,4754.3,False,True,True,True,False,False
9290-SHCMB,1918,0,96.85,1235.55,False,False,True,False,True,False
0743-HNPFG,761,0,69.75,3562.5,True,False,True,True,False,False
2277-BKJKN,151,0,99.2,7213.75,False,True,True,False,True,False
9809-IMGCQ,1553,1,96.7,2082.95,False,False,True,False,True,False
5208-HFSBT,2191,1,55.05,102.75,False,False,True,True,False,False
5035-PGZXH,608,0,106.8,5914.4,True,False,True,False,True,False
8695-WDYEA,2283,0,51.25,51.25,False,False,False,False,False,True
6543-JXSOO,1612,0,57.75,1282.85,True,False,True,False,False,True
8016-ZMGMO,304,0,70.85,4738.85,True,False,True,False,False,False
8605-ITULD,2283,0,19.55,19.55,False,False,False,False,False,True
3254-YRILK,1612,1,88.2,1775.8,False,False,True,False,True,False
6416-YJTTB,1977,0,79.5,795.65,False,False,True,False,False,False
2667-WYLWJ,1949,1,19.75,145.0,True,False,True,False,False,True
4472-VESGY,730,0,98.15,4993.4,False,False,False,False,False,False
3195-TQDZX,2222,0,20.25,61.45,False,False,True,False,True,False
3128-YOVTD,761,0,79.15,4018.55,False,False,True,False,False,False
0529-ONKER,1826,1,75.65,1146.65,False,False,False,False,True,False
1728-CXQBE,365,0,94.25,6081.4,False,False,True,False,True,False
7041-TXQJH,1188,0,40.2,1478.85,False,False,True,True,False,False
5014-GSOUQ,1918,0,19.95,243.65,False,True,False,False,False,True
5724-BIDBU,822,0,55.35,2633.95,True,False,True,False,True,False
0481-SUMCB,943,0,102.15,4735.35,True,False,True,False,False,False
1769-GRUIK,1765,0,71.1,1247.75,False,False,True,False,True,False
5240-IJOQT,2161,1,74.7,74.7,False,False,True,False,True,False
8819-WFGGJ,243,0,54.1,3794.5,False,True,True,False,False,False
7427-AUFPY,669,0,19.65,1008.7,False,True,False,True,False,False
2811-POVEX,1612,0,88.45,2130.55,False,False,True,False,False,False
1092-GANHU,1673,1,76.65,1313.55,False,False,True,False,True,False
7898-PDWQE,151,0,80.4,5727.15,False,True,False,True,False,False
9972-EWRJS,273,0,19.25,1372.9,False,True,True,False,False,False
9314-IJWSQ,1887,0,84.8,1203.9,False,False,True,False,True,False
0661-XEYAN,2161,1,25.8,25.8,False,False,True,False,False,True
5799-JRCZO,396,0,19.5,1215.1,False,True,False,True,False,False
1921-KYSAY,1066,0,68.6,2877.05,True,False,True,False,True,False
6198-RTPMF,1796,0,92.6,1579.7,False,False,False,False,True,False
2924-KHUVI,608,0,100.55,5514.95,True,False,True,False,True,False
1925-GMVBW,2161,0,20.55,96.1,False,False,False,True,False,False
7881-EVUAD,2191,1,42.6,72.4,False,False,True,False,True,False
6184-DYUOB,2222,0,19.6,55.25,False,False,True,False,False,True
9207-ZPANB,1188,0,67.45,2443.3,True,False,False,False,True,False
5766-XQXMQ,1339,1,68.85,1970.5,False,False,True,False,False,False
9327-QSDED,2069,0,43.55,335.4,False,False,False,False,False,True
1656-DRSMG,396,0,109.85,7002.95,False,False,True,True,False,False
3012-VFFMN,2099,0,20.65,158.95,False,False,False,False,False,True
2984-AFWNC,2222,0,95.4,293.15,False,False,False,False,True,False
0640-YJTPY,123,0,21.0,1493.75,False,True,False,False,False,False
8096-LOIST,1734,0,56.2,1093.4,False,False,True,False,True,False
9764-REAFF,516,0,18.4,1057.85,False,True,False,False,False,False
3703-VAVCL,2130,1,90.0,190.05,False,False,False,True,False,False
7107-UBYKY,1247,0,25.75,882.55,False,False,True,False,True,False
4881-GQJTW,1887,0,19.6,300.4,False,False,False,True,False,False
8519-QJGJD,1826,1,75.35,1025.95,False,False,False,False,True,False
7876-DNYAP,212,0,19.8,1436.95,False,True,False,True,False,False
7905-NJMXS,2099,0,64.2,475.0,False,False,False,False,True,False
2882-WDTBA,212,0,75.75,5388.15,False,True,True,False,False,False
2091-GPPIQ,123,0,78.95,5730.15,False,True,True,False,True,False
6326-MTTXK,1977,1,100.85,819.55,False,False,False,False,True,False
5071-FBJFS,2191,0,50.3,217.1,False,False,False,False,True,False
2796-UUZZO,396,0,80.3,4896.35,False,False,True,True,False,False
2429-AYKKO,123,0,19.85,1434.1,False,True,False,False,False,False
9798-OPFEM,913,0,21.1,937.1,False,True,True,False,True,False
0330-IVZHA,2099,1,69.95,330.15,False,False,False,False,True,False
3794-NFNCH,1400,0,50.0,1474.9,False,False,True,False,False,True
5193-QLVZB,396,0,104.75,6536.5,False,True,True,False,False,False
7114-AEOZE,488,0,19.85,1128.1,False,True,False,False,False,False
2886-KEFUM,273,1,107.5,6873.75,True,False,True,False,True,False
5522-NYKPB,1553,0,85.9,2199.05,False,False,False,False,True,False
4237-RLAQD,2191,1,45.85,45.85,False,False,True,False,False,True
9957-YODKZ,2130,0,80.8,457.1,False,False,True,False,True,False
6518-KZXCB,1643,0,25.25,566.5,False,True,False,False,False,True
2245-ADZFJ,1369,0,80.55,2471.6,False,True,False,False,False,False
7776-QGYJC,1127,0,81.5,3107.3,False,False,True,False,False,False
9313-QOLTZ,1522,0,20.9,518.3,False,False,False,False,False,True
9651-GTSAQ,669,1,106.1,5769.75,True,False,True,False,False,False
3186-BAXNB,2191,1,91.7,91.7,False,False,False,False,True,False
4672-FOTSD,1949,0,67.25,832.3,False,False,True,False,True,False
0637-YLETY,1765,1,95.6,1555.65,False,False,True,True,False,False
9818-XQCUV,2252,0,20.35,45.3,False,False,False,False,False,True
7338-ERIVA,1127,0,45.05,1790.6,True,False,False,False,False,False
1157-BQCUW,2191,1,74.95,74.95,False,False,True,False,True,False
8259-NFJTV,2099,0,34.65,246.6,False,False,False,False,False,True
3223-DWFIO,2191,0,69.35,261.65,False,False,False,False,True,False
2660-EMUBI,1887,1,95.35,898.35,False,False,True,False,True,False
6968-GMKPR,638,0,81.55,4509.5,False,False,True,False,True,False
4751-ERMAN,123,0,75.4,5480.25,False,True,True,False,False,False
1436-ZMJAN,2008,0,67.8,653.15,False,False,True,True,False,False
3292-PBZEJ,1977,0,111.4,1183.05,False,False,True,False,True,False
0799-DDIHE,1857,0,46.3,639.45,False,False,False,False,True,False
3070-FNFZQ,1612,0,20.4,478.75,False,True,False,False,False,False
2812-SFXMJ,2283,0,20.05,20.05,False,False,False,False,False,True
7675-OZCZG,2191,1,45.0,127.1,False,False,False,False,True,False
5014-WUQMG,882,0,96.1,4391.45,True,False,True,False,True,False
5312-TSZVC,1857,0,19.65,270.6,True,False,False,False,False,True
2003-CKLOR,212,1,99.5,6710.5,False,False,False,False,True,False
0993-OSGPT,243,0,60.65,3975.9,True,False,True,False,False,False
9254-RBFON,1704,1,98.6,1704.95,True,False,False,False,False,False
1205-WNWPJ,2069,1,59.5,415.95,False,False,True,False,False,True
9391-EOYLI,1918,1,80.45,950.2,False,False,True,False,True,False
7108-DGVUU,1673,0,71.7,1497.05,True,False,False,False,False,False
2782-JEEBU,1673,0,36.0,780.15,False,False,True,False,False,True
5127-BZENZ,608,0,65.2,3512.15,True,False,False,False,False,False
2720-FVBQP,2130,0,48.95,273.25,False,False,True,True,False,False
9906-NHHVC,335,0,53.5,3517.9,False,True,True,False,False,False
4522-XRWWI,1035,0,80.45,3375.9,True,False,False,True,False,False
3766-EJLFL,243,0,109.05,7508.55,False,True,True,False,False,False
5939-SXWHM,853,0,26.3,1245.05,False,True,False,False,False,False
8152-UOBNY,791,0,106.8,5347.95,True,False,True,False,True,False
7351-KYHQH,2099,0,64.95,493.65,False,False,True,False,True,False
7643-RCHXS,396,0,19.35,1263.85,False,True,False,False,True,False
8246-SHFGA,1796,0,21.1,385.55,False,False,False,True,False,False
8387-MOJJT,943,1,77.95,3384.0,False,False,True,True,False,False
0620-XEFWH,2191,0,18.85,84.2,False,False,False,False,False,True
6485-QXWWE,426,0,26.0,1638.7,False,True,False,False,False,False
2761-OCIAX,2161,1,74.7,165.4,False,False,True,False,True,False
7321-VGNKU,2252,0,70.35,120.25,False,False,True,False,True,False
5327-CNLUQ,853,0,96.9,4473.45,False,True,True,False,False,False
7552-KEYGT,1492,0,19.55,520.55,False,True,False,False,False,False
5816-JMLGY,182,0,80.4,5717.85,False,True,True,False,False,False
3068-OMWZA,2161,1,88.8,88.8,False,False,True,False,True,False
2927-QRRQV,913,0,94.65,4312.5,True,False,True,False,True,False
6032-KRXXO,1278,1,90.25,2755.35,False,False,True,False,True,False
7459-RRWQZ,1796,1,64.65,994.55,False,False,True,False,False,False
6265-SXWBU,212,0,95.75,6511.25,True,False,False,True,False,False
7941-RCJOW,335,0,19.55,1218.65,False,True,True,True,False,False
6374-NTQLP,123,0,104.1,7447.7,False,True,True,True,False,False
4154-AQUGT,1887,1,89.05,1169.35,False,False,True,False,False,False
2387-KDZQY,1796,0,20.1,279.5,True,False,True,False,False,True
3584-WKTTW,761,0,111.55,5720.35,True,False,True,False,True,False
3399-BMLVW,761,0,60.5,3121.45,False,True,False,True,False,False
1971-DTCZB,123,0,90.95,6468.6,False,True,True,False,False,False
3092-IGHWF,243,1,87.4,5918.8,True,False,False,False,True,False
3374-PZLXD,1278,0,19.7,675.6,False,False,False,False,False,True
3813-DHBBB,273,0,50.95,3521.7,False,True,True,False,False,False
2812-REYAT,822,0,20.05,923.1,True,False,True,False,False,False
6518-PPLMZ,700,0,19.4,1110.35,False,True,True,False,False,True
4939-KYYPY,1492,0,59.45,1611.65,False,False,False,False,True,False
8017-LXHFA,1584,1,94.75,2293.6,False,False,True,False,True,False
5930-GBIWP,212,0,81.5,5553.25,False,True,True,True,False,False
6022-KOUQO,2252,0,29.05,44.75,False,False,False,False,False,False
6352-TWCAU,1188,1,86.45,3029.1,False,False,True,False,True,False
2361-UPSND,913,0,70.6,3231.05,True,False,False,False,False,True
6035-RIIOM,669,0,97.2,5129.45,False,True,True,False,False,False
2929-QNSRW,577,1,98.25,5508.35,True,False,True,False,True,False
1262-OPMFY,1949,1,75.75,655.9,False,False,True,False,False,False
9504-DSHWM,1704,0,59.2,1191.2,False,False,False,False,False,False
5035-BVCXS,1977,0,75.9,866.4,False,False,True,False,False,True
6267-DCFFZ,1400,0,90.05,2627.2,False,False,True,False,True,False
3533-UVMOM,243,0,70.95,4741.45,False,True,False,False,False,False
2439-LYPMQ,1157,0,102.6,4009.2,False,False,True,False,True,False
4248-QPAVC,1704,1,85.35,1463.45,False,False,True,False,False,False
1899-VXWXM,791,1,106.1,5082.8,True,False,True,True,False,False
1478-VPOAD,2283,0,43.8,43.8,False,False,False,False,True,False
9995-HOTOH,396,0,59.0,3707.6,False,True,False,False,True,False
2988-PLAHS,2222,0,69.95,220.45,True,False,True,False,True,False
1371-OJCEK,853,0,24.35,1133.7,True,False,False,False,False,False
4999-IEZLT,304,0,29.45,1983.15,True,False,False,True,False,False
8883-ANODQ,243,0,84.4,5746.75,False,True,True,True,False,False
4690-LLKUA,1673,1,45.05,770.6,False,False,True,False,True,False
2351-RRBUE,2099,0,20.65,134.05,True,False,False,False,False,True
5980-BDHPY,123,0,87.1,6230.1,False,True,True,False,False,False
1498-DQNRX,1431,0,19.85,573.05,False,False,False,False,False,True
9469-WEJBT,1188,0,90.35,3419.3,False,False,True,False,True,False
3331-HQDTW,1247,1,109.8,3587.25,False,False,True,False,False,True
9490-DFPMD,913,1,84.65,3541.35,False,False,True,False,True,False
2581-VKIRT,516,0,65.5,3801.3,True,False,False,False,False,True
5442-XSDCW,1949,1,79.5,868.5,False,False,True,False,False,False
7426-WEIJX,488,0,80.95,4859.1,False,False,True,False,True,False
2851-MMUTZ,1492,0,56.15,1439.35,False,False,True,False,False,True
3049-NDXFL,2252,1,85.8,85.8,False,False,False,False,False,True
8580-AECUZ,2252,1,79.1,79.1,False,False,True,False,True,False
3307-TLCUD,1796,0,34.4,592.75,False,False,False,False,False,True
6625-FLENO,547,0,20.75,1185.95,False,True,False,False,False,True
2967-MXRAV,2283,0,18.8,18.8,True,False,False,False,False,True
7963-GQRMY,2130,1,44.3,134.5,False,False,False,False,False,True
8189-HBVRW,700,0,90.8,4921.2,False,False,False,False,True,False
4163-KIUHY,1247,0,25.6,901.25,False,False,True,False,True,False
1228-FZFRV,669,1,105.95,5341.8,False,False,False,True,False,False
3500-NSDOA,243,0,70.8,4859.95,False,True,False,True,False,False
1171-TYKUR,882,0,25.4,1139.2,False,False,False,False,True,False
3761-FLYZI,335,0,108.8,7082.45,False,False,True,False,False,False
2058-DCJBE,2069,1,69.75,324.6,False,False,True,False,True,False
5364-XYIRR,638,1,94.65,4812.75,False,False,True,False,True,False
4829-AUOAX,791,1,96.05,4399.5,False,False,False,False,False,False
1219-NNDDO,2038,0,76.85,663.55,False,False,True,False,True,False
8388-DMKAE,2069,0,20.25,174.65,False,True,False,False,False,True
4403-BWPAY,1887,0,24.8,321.7,True,False,True,True,False,False
9659-QEQSY,943,0,115.65,5125.5,False,False,True,False,True,False
5405-ZMYXQ,2069,0,74.6,548.9,False,False,True,True,False,False
5047-LHVLY,2161,1,50.15,50.15,False,False,True,False,False,True
1442-OKRJE,304,0,103.15,7031.3,True,False,True,False,False,False
4737-AQCPU,123,0,72.1,5016.65,False,True,False,True,False,False
9158-VCTQB,943,1,113.6,4594.95,False,False,True,False,False,False
2808-CHTDM,1612,0,25.1,611.45,False,True,False,False,False,True
6311-UEUME,1369,1,78.9,2384.15,False,False,True,False,True,False
0793-TWELN,2191,0,80.15,319.85,False,False,True,False,True,False
3283-WCWXT,2130,0,25.4,153.3,False,True,False,False,False,True
1060-ENTOF,273,0,105.4,7035.6,True,False,True,True,False,False
0999-QXNSA,2099,0,45.75,344.2,False,False,True,False,False,True
5451-MHQOF,608,0,24.45,1431.65,True,False,True,False,False,True
4836-WNFNO,123,0,25.0,1849.2,False,True,False,True,False,False
9225-BZLNZ,123,0,85.25,6083.1,False,True,True,False,True,False
0354-VXMJC,1612,0,19.6,426.65,False,True,False,True,False,False
4422-QVIJA,1247,0,50.15,1655.35,False,False,False,False,False,True
9365-SRSZE,1492,0,70.55,1943.9,False,False,True,False,True,False
6839-ITVZJ,1400,1,60.05,1616.15,False,False,True,False,True,False
8332-OSJDW,1949,0,26.4,314.95,True,False,False,False,False,True
4735-BJKOU,1096,0,20.15,804.85,False,True,False,False,False,True
0274-JKUJR,2099,0,58.85,465.7,False,False,False,False,False,True
5740-YHGTW,182,0,97.55,6669.05,False,False,True,True,False,False
8917-SZTTJ,488,0,19.65,1161.75,False,True,False,True,False,False
1696-MZVAU,1127,0,25.25,947.75,True,False,True,True,False,False
7359-WWYJV,123,0,114.45,8375.05,False,True,False,True,False,False
0375-HVGXO,2222,1,34.7,34.7,False,False,True,False,True,False
4906-ZHGPK,669,0,70.7,3770.0,True,False,True,False,True,False
8593-WHYHV,2191,1,85.3,264.8,False,False,True,False,True,False
3795-GWTRD,396,0,75.55,4707.85,False,True,False,True,False,False
1298-PHBTI,151,0,84.8,6152.4,False,True,True,False,True,False
6223-DHJGV,1035,0,20.65,958.1,True,False,True,False,False,True
6961-MJKBO,882,0,20.45,943.0,False,True,False,False,False,False
6097-EQISJ,182,1,102.45,6615.15,True,False,True,True,False,False
4423-YLHDV,1584,1,104.4,2200.25,False,False,True,False,False,False
8158-WPEZG,1977,0,35.65,425.1,False,False,True,False,True,False
0107-YHINA,2191,1,99.75,99.75,False,False,True,False,True,False
4918-FYJNT,638,0,90.45,5044.8,False,False,False,False,True,False
0727-BNRLG,212,0,97.65,6743.55,False,True,True,True,False,False
4854-CIDCF,2222,0,73.85,196.4,False,False,False,False,True,False
8640-SDGKB,2130,1,74.4,299.7,False,False,True,False,True,False
3280-MRDOF,1400,0,69.1,2093.9,False,True,True,True,False,False
6435-SRWBJ,2161,0,82.75,417.75,False,False,True,False,True,False
9964-WBQDJ,151,0,24.4,1725.4,False,True,True,True,False,False
6303-KFWSL,1431,0,55.25,1620.2,True,False,True,False,True,False
1702-CCFNJ,730,0,61.35,3169.55,False,False,False,False,False,False
8932-CZHRQ,243,0,76.75,5233.25,True,False,False,True,False,False
0386-CWRGM,913,0,19.4,967.85,False,True,False,False,False,True
5515-RUGKN,2069,0,54.75,438.05,False,False,True,True,False,False
0404-AHASP,123,0,19.7,1421.9,False,True,False,True,False,False
7279-NMVJC,1796,0,19.9,323.15,True,False,False,False,False,False
2081-VEYEH,2222,0,107.95,318.6,False,False,True,False,True,False
6407-UTSLV,2252,0,83.8,163.7,False,False,True,False,False,False
4116-TZAQJ,1949,1,74.25,639.65,False,False,True,True,False,False
9060-HJJRW,761,0,56.4,2928.5,True,False,True,True,False,False
2587-YNLES,2130,0,20.1,100.35,False,True,False,False,False,True
7398-SKNQZ,2222,0,94.9,273.2,False,False,False,False,True,False
5935-FCCNB,1796,0,94.2,1608.15,False,False,True,False,True,False
1958-RNRKS,1400,0,49.9,1441.95,False,False,False,False,True,False
5136-RGMZO,1369,0,71.05,2168.15,False,False,True,False,True,False
8345-MVDYC,943,0,81.65,3618.7,False,True,False,False,False,False
8226-BXGES,365,0,89.45,5692.65,True,False,False,False,False,False
3877-JRJIP,2222,1,59.85,59.85,False,False,True,False,True,False
8375-DKEBR,2252,1,69.6,69.6,False,False,True,False,True,False
9705-IOVQQ,457,0,99.0,5969.3,True,False,False,False,True,False
1015-OWJKI,2283,0,19.05,19.05,False,False,False,False,False,True
7511-YMXVQ,1949,1,45.4,418.8,False,False,True,False,True,False
2040-XBAVJ,123,0,114.45,8100.55,False,True,False,False,False,False
7551-JOHTI,2222,1,19.5,19.5,False,False,False,False,False,True
8887-IPQNC,2099,0,44.25,313.45,False,False,True,False,False,True
8646-JCOMS,304,0,90.55,6130.95,True,False,True,False,False,False
9804-ICWBG,2161,1,69.9,69.9,False,False,True,False,True,False
1222-KJNZD,1096,0,20.4,745.3,False,False,True,False,False,False
0106-GHRQR,1826,0,71.4,1212.1,False,False,True,False,False,False
5318-IXUZF,2191,1,87.15,183.75,False,False,True,False,False,False
3768-VHXQO,273,0,24.85,1583.5,False,True,False,True,False,False
8952-WCVCD,1066,0,104.45,4162.05,True,False,True,False,False,False
2418-TPEUN,608,0,19.8,1119.9,False,True,True,True,False,False
3963-RYFNS,123,0,116.45,8013.55,False,True,True,False,False,False
3198-VELRD,2161,1,84.75,264.85,False,False,True,False,False,False
8540-ZQGEA,669,0,20.05,1102.4,False,True,False,True,False,False
1320-REHCS,730,0,110.75,5832.0,False,False,True,False,True,False
4137-JOPHL,791,0,89.7,4304.5,False,True,True,False,False,False
9436-ZBZCT,1765,1,89.95,1178.4,False,False,True,False,True,False
7801-CEDNV,1492,0,48.7,1421.75,True,False,False,True,False,False
2057-BOYKM,123,0,96.6,6827.5,False,True,True,False,False,False
3658-QQJYD,426,0,74.3,4698.05,True,False,True,True,False,False
1803-BGNBD,1949,0,54.3,654.5,False,False,True,False,True,False
0134-XWXCE,974,0,74.85,3268.05,True,False,False,False,False,False
6950-TWMYB,669,0,79.95,4362.05,False,True,True,False,False,False
5848-FHRFC,243,0,20.05,1386.9,False,True,False,False,False,False
2243-FNMMI,1704,0,19.4,415.4,False,False,False,False,False,True
2511-MORQY,791,0,54.9,2614.1,True,False,False,False,False,False
5356-KZCKT,547,0,24.45,1513.6,False,True,True,True,False,False
9470-XCCEM,1247,0,89.65,3161.6,False,False,True,False,False,False
6519-CFDBX,2252,0,45.4,80.95,False,False,True,False,True,False
3902-MIVLE,396,0,75.7,4676.7,False,True,False,False,False,True
0409-WTMPL,547,0,110.65,6526.65,True,False,True,True,False,False
8763-KIAFH,1492,0,20.55,583.3,True,False,True,False,False,True
3669-WHAFY,151,0,115.15,8078.1,False,True,True,True,False,False
3055-VTCGS,396,0,58.55,3503.5,True,False,False,True,False,False
3144-KMTWZ,151,0,93.25,6669.45,False,False,True,False,False,False
7279-BUYWN,1035,1,113.2,4689.5,False,False,True,False,True,False
7156-MHUGY,1857,1,90.5,1201.15,False,False,True,False,True,False
7198-GLXTC,2161,1,79.0,143.65,False,False,False,False,True,False
2007-QVGAW,243,0,19.35,1292.65,False,True,True,False,False,False
5207-PLSTK,2283,0,48.75,48.75,False,False,True,False,False,True
2307-FYNNL,335,0,109.05,7108.2,False,True,True,False,True,False
5605-XNWEN,123,0,25.0,1802.55,False,True,True,False,False,False
2155-AMQRX,1461,0,54.9,1505.15,False,False,True,True,False,False
6181-AXXYF,123,0,24.75,1859.1,False,True,False,True,False,False
5091-HFAZW,2252,0,91.15,168.5,False,False,True,False,True,False
0516-VRYBW,1734,1,20.15,390.85,True,False,False,False,False,False
2519-LBNQL,488,0,104.35,6339.45,True,False,True,False,True,False
8623-ULFNQ,1522,0,66.05,1652.4,False,False,True,False,True,False
8380-PEFPE,2161,1,71.65,71.65,False,False,True,False,True,False
5687-DKDTV,2099,1,20.35,77.5,False,False,False,False,False,True
1568-LJSZU,243,0,92.2,6392.85,False,True,True,True,False,False
7530-HDYDS,1096,1,84.25,3264.5,False,False,True,True,False,False
7789-HKSBS,1035,0,105.2,4599.15,True,False,True,False,False,False
7416-CKTEP,577,0,19.6,1134.25,False,True,True,False,False,False
2586-CWXVV,669,0,30.4,1621.35,False,False,False,False,True,False
3096-IZETN,1826,1,78.1,947.3,False,False,False,False,False,False
2348-KCJLT,974,0,61.5,2722.2,True,False,True,False,False,True
8401-EMUWF,1035,0,69.4,3058.3,False,False,True,False,False,False
4193-IBKSW,123,0,24.75,1769.6,False,True,False,False,False,False
5377-NDTOU,151,0,91.05,6293.75,False,True,False,False,False,True
5922-ABDVO,1704,1,89.65,1761.05,False,False,False,False,False,True
2474-LCNUE,1612,0,73.65,1642.75,False,False,True,True,False,False
0839-QNXME,1400,0,19.4,578.5,False,True,False,True,False,False
3506-OVLKD,1247,0,26.2,954.9,True,False,False,False,False,False
9172-ANCRX,1977,1,98.7,973.25,False,False,True,False,True,False
6650-VJONK,2283,0,43.85,43.85,False,False,True,False,False,False
2178-PMGCJ,1643,0,69.7,1490.4,False,False,True,False,False,True
7492-TAFJD,2099,0,38.55,280.0,False,True,False,False,False,True
2773-MADBQ,1219,0,53.1,1901.25,False,True,True,False,False,True
6016-LVTJQ,1278,0,20.65,716.4,False,False,False,False,False,True
7860-KSUGX,123,0,64.45,4720.0,False,True,False,True,False,False
8966-KZXXA,1219,0,25.1,930.95,False,True,False,True,False,False
6910-HADCM,2161,1,76.35,76.35,False,False,False,False,True,False
4816-LXZYW,1584,1,79.15,1676.95,False,False,True,False,True,False
9606-PBKBQ,1247,1,85.0,2642.05,False,False,True,False,True,False
5149-QYTTU,151,0,95.15,6770.85,True,False,True,True,False,False
2070-XYMFH,1612,0,79.35,1835.3,False,False,True,False,False,True
2085-BOJKI,1796,0,96.65,1588.25,True,False,True,False,False,False
0817-HSUSE,2283,0,75.5,75.5,False,False,True,False,True,False
5442-PPTJY,1949,0,19.7,258.35,False,True,False,False,False,True
1927-QEWMY,123,0,20.5,1502.25,False,True,False,True,False,False
1663-MHLHE,2283,0,19.2,19.2,False,False,False,False,False,True
5663-QBGIS,123,0,98.35,6929.4,False,True,False,False,False,False
4450-MDZFX,488,0,74.35,4453.3,False,False,False,False,False,False
6701-DHKWQ,457,0,51.35,3244.4,False,True,False,True,False,False
7554-AKDQF,2130,0,45.65,323.45,False,False,False,False,False,True
3536-IQCTX,1219,1,85.3,2661.1,False,False,False,False,True,False
4911-BANWH,1278,1,86.55,2697.4,False,False,True,True,False,False
8496-EJAUI,1704,1,73.85,1424.5,False,False,True,True,False,False
0794-YVSGE,123,0,20.3,1401.15,False,True,False,False,False,False
5423-BHIXO,1339,0,54.2,1739.6,False,False,True,False,True,False
6908-VVYHM,335,0,90.65,5931.0,False,False,True,False,True,False
2959-EEXWB,943,0,50.9,2333.85,False,False,True,False,False,False
1839-UMACK,1035,0,25.05,949.85,True,False,False,False,True,False
3030-YDNRM,2069,0,74.85,572.45,False,False,True,False,True,False
7321-KKSDU,1339,0,20.5,696.8,False,True,False,False,False,True
3402-XRIUO,1643,0,63.55,1381.8,False,False,True,False,False,True
3132-TVFDZ,457,1,44.85,2572.95,False,False,True,False,True,False
8286-AFUYI,2283,0,47.95,47.95,False,False,False,False,True,False
8080-DDEMJ,2252,1,45.1,45.1,False,False,False,False,True,False
8356-WUAOJ,2283,0,45.0,45.0,False,False,True,False,True,False
6365-MTGZX,1522,1,96.0,2122.45,False,False,True,False,True,False
1349-WXNGG,2252,1,20.05,20.05,False,False,False,False,False,False
8058-DMYRU,669,0,90.05,4931.8,False,False,True,False,True,False
9350-ZXYJC,2191,0,25.3,116.95,False,True,True,True,False,False
6990-YNRIO,304,1,108.65,6937.95,False,True,False,False,False,False
8958-JPTRR,608,0,24.3,1261.7,True,False,False,False,True,False
6959-GQEGV,943,0,75.95,3273.8,False,False,True,False,True,False
3173-WSSUE,151,0,19.7,1415.85,False,True,False,True,False,False
1265-HVPZB,516,0,66.4,3958.2,True,False,False,True,False,False
4115-UMJFQ,212,0,35.75,2492.25,True,False,True,False,False,False
7369-TRPFD,1734,0,18.8,279.2,True,False,False,False,False,True
1098-KFQEC,638,0,19.4,1083.0,False,True,False,True,False,False
7190-XHTWJ,1157,0,19.3,755.5,True,False,False,False,False,True
0621-TWIEM,1949,1,45.55,402.6,False,False,True,False,True,False
3537-RYBHH,882,0,67.45,3252.0,False,False,True,True,False,False
2485-ITVKB,2161,1,35.1,68.75,False,False,True,False,True,False
3669-OYSJI,2222,1,46.2,46.2,False,False,False,True,False,False
1612-EOHDH,2161,1,45.15,45.15,False,False,False,False,True,False
6702-OHFWR,2222,1,43.3,43.3,False,False,True,False,True,False
5296-BFCYD,913,0,20.1,936.85,False,True,True,False,False,True
4510-PYUSH,1035,1,57.15,2250.65,False,False,True,True,False,False
9359-JANWS,335,0,58.9,3857.1,False,True,False,True,False,False
7517-SAWMO,1673,1,73.2,1441.1,False,False,True,False,True,False
4143-HHPMK,669,1,85.35,4338.6,False,False,True,False,True,False
3279-DYZQM,151,0,19.45,1378.45,False,True,False,False,False,True
7054-LGEQW,2161,1,45.95,45.95,False,False,False,False,False,True
0523-VNGTF,730,0,50.5,2566.3,False,False,True,False,True,False
9575-IWCAZ,2130,0,25.1,171.0,True,False,False,False,False,True
7105-MXJLL,1522,0,60.7,1597.4,True,False,False,False,False,True
7064-FRRSW,853,0,99.0,4744.35,True,False,True,False,True,False
7940-UQQUG,365,0,104.4,6721.6,True,False,True,False,False,False
0923-PNFUB,2099,1,83.75,247.25,False,False,False,False,True,False
3961-SXAXY,2283,0,44.05,44.05,False,False,True,False,False,False
7010-BRBUU,123,0,24.1,1734.65,False,True,False,True,False,False
3566-HJGPK,2283,0,45.55,45.55,False,False,True,False,False,True
3062-ICYZQ,761,0,93.8,4539.35,False,False,True,False,True,False
9938-PRCVK,1066,0,19.7,804.25,False,True,False,False,False,False
0973-KYVNF,123,0,70.65,5011.15,False,True,True,True,False,False
5129-HHMZC,1004,0,86.45,3574.5,False,True,False,True,False,False
9637-CDTKZ,123,0,114.1,8086.4,False,True,True,True,False,False
3946-JEWRQ,882,0,95.2,4563.0,True,False,True,True,False,False
7873-CVMAW,123,0,88.55,6362.35,False,True,False,True,False,False
0463-WZZKO,2222,0,20.75,67.1,False,False,True,True,False,False
3494-JCHRQ,2252,1,70.05,70.05,False,False,True,False,True,False
6474-FVJLC,2191,1,86.0,165.45,False,False,True,False,True,False
4524-QCSSM,1522,0,44.65,1156.55,False,False,True,False,False,False
5832-EXGTT,1431,0,60.2,1834.15,False,False,True,False,False,True
8840-DQLGN,1127,1,100.5,3653.35,False,False,True,False,False,False
