customer_id,senior_citizen,gender_Male,partner_Yes,dependents_Yes
3164-AALRN,False,True,False,False
3071-MVJCD,False,True,True,True
1697-BCSHV,False,False,True,True
0562-KBDVM,False,False,False,False
1131-SUEKT,False,True,True,True
3717-OEAUQ,False,True,False,False
4538-WNTMJ,False,False,True,True
3334-CTHOL,False,False,False,False
4704-ERYFC,False,False,True,False
9432-RUVSL,False,False,False,False
8060-HIWJJ,False,True,False,False
7684-XSZIY,False,True,True,True
9089-UOWJG,False,False,True,True
8621-MNIHH,True,False,True,False
8039-ACLPL,False,False,True,True
9885-AIBVB,False,True,True,False
1934-MKPXS,False,True,True,True
2592-YKDIF,False,False,False,False
2272-JKMSI,False,False,True,True
0471-LVHGK,False,True,True,False
9518-RWHZL,False,False,False,False
8714-CTZJW,False,False,False,False
3569-EDBPQ,False,False,False,False
3131-NWVFJ,False,False,True,True
7521-YXVZY,False,True,False,True
5419-CONWX,True,False,False,False
6240-EURKS,False,False,False,True
2373-NTKOD,False,True,False,False
1970-KKFWL,False,False,False,False
6960-HVYXR,False,False,False,False
9337-SRRNI,False,True,False,True
0895-UADGO,False,True,False,True
5678-VFNEQ,False,False,True,False
5977-CKHON,False,False,True,True
7024-OHCCK,True,False,False,False
2692-BUCFV,True,True,False,False
7861-UVUFT,False,False,True,False
1830-GGFNM,False,True,True,True
5302-BDJNT,False,True,False,False
5223-UZAVK,False,True,False,False
4859-ZSRDZ,False,False,True,True
5651-WYIPH,True,False,False,False
9350-VLHMB,False,True,True,True
3498-LZGQZ,False,True,True,True
8785-CJSHH,False,False,True,False
5357-TZHPP,True,True,False,False
3870-SPZSI,False,False,True,True
0680-DFNNY,False,True,True,False
7560-QRBXH,False,False,False,True
7077-XJMET,False,True,True,False
8752-GHJFU,True,True,True,False
6896-SRVYQ,True,True,False,False
7767-UXAGJ,False,True,False,False
4652-ODEVH,False,True,True,True
6510-UPNKS,False,False,False,False
6718-BDGHG,False,False,True,False
9046-DQMTP,False,True,False,False
6439-LAJXL,False,True,True,False
1571-SAVHK,False,True,False,False
9052-VKDUW,True,False,True,False
9546-CQJSU,False,False,False,False
1666-JZPZT,False,True,False,False
5777-KJIRB,False,False,False,False
0506-LVNGN,True,False,False,False
7677-SJJJK,False,True,True,True
2480-EJWYP,True,False,True,False
3253-HKOKL,False,False,True,True
7055-HNEOJ,False,True,True,False
5514-YQENT,False,True,False,True
3211-AAPKX,False,True,False,False
8445-DNBAE,False,True,False,True
2951-QOQTK,False,True,False,True
2958-NHPPS,False,True,False,False
6806-YDEUL,True,False,False,False
1735-XMJVH,False,True,True,True
6890-PFRQX,False,True,False,False
0222-CNVPT,True,True,False,False
5899-OUVKV,False,True,False,False
8681-ICONS,False,True,True,True
1621-YNCJH,False,False,True,False
3473-XIIIT,False,False,True,False
6362-QHAFM,False,True,True,False
7893-IXHRQ,False,True,False,False
3070-BDOQC,False,False,False,False
2952-QAYZF,False,True,False,False
6234-PFPXL,False,True,True,False
9824-QCJPK,False,True,True,False
4763-PGDPO,False,False,False,False
4283-IVYCI,False,True,False,False
1866-OBPNR,False,True,True,True
8205-MQUGY,False,True,True,True
8970-ANWXO,False,False,False,False
9480-BQJEI,False,True,False,False
5394-SVGJV,False,True,False,False
6979-TNDEU,False,False,False,False
9777-WJJPR,False,True,True,False
9283-LZQOH,False,True,True,True
7079-QRCBC,False,False,False,False
9495-SKLKD,False,True,True,True
6048-UWKAL,True,False,True,False
5067-DGXLL,False,True,False,False
5469-CTCWN,False,True,True,True
9851-QXEEQ,False,True,False,False
6281-FKEWS,False,False,False,False
8898-KASCD,False,True,False,False
9242-TKFSV,False,True,True,True
9290-SHCMB,True,False,False,False
0743-HNPFG,False,False,True,True
2277-BKJKN,True,False,True,False
9809-IMGCQ,True,True,False,False
5208-HFSBT,False,False,False,False
5035-PGZXH,False,False,False,False
8695-WDYEA,False,True,False,False
6543-JXSOO,False,False,True,True
8016-ZMGMO,True,False,True,False
8605-ITULD,False,False,False,False
3254-YRILK,True,True,False,False
6416-YJTTB,False,True,False,False
2667-WYLWJ,False,False,True,True
4472-VESGY,False,False,True,True
3195-TQDZX,False,True,False,False
3128-YOVTD,False,False,True,True
0529-ONKER,True,True,False,False
1728-CXQBE,True,True,True,False
7041-TXQJH,False,False,False,False
5014-GSOUQ,False,True,False,False
5724-BIDBU,False,True,True,False
0481-SUMCB,True,False,False,False
1769-GRUIK,False,False,False,False
5240-IJOQT,True,True,False,False
8819-WFGGJ,False,True,True,False
7427-AUFPY,False,True,False,False
2811-POVEX,True,False,True,True
1092-GANHU,False,True,False,False
7898-PDWQE,False,True,True,False
9972-EWRJS,False,False,True,True
9314-IJWSQ,False,False,True,True
0661-XEYAN,True,False,False,False
5799-JRCZO,False,False,False,True
1921-KYSAY,False,False,False,False
6198-RTPMF,False,False,True,False
2924-KHUVI,False,True,True,False
1925-GMVBW,False,False,False,False
7881-EVUAD,False,False,False,False
6184-DYUOB,False,False,True,False
9207-ZPANB,False,True,False,False
5766-XQXMQ,False,False,False,False
9327-QSDED,False,True,False,False
1656-DRSMG,False,False,False,False
3012-VFFMN,False,False,True,True
2984-AFWNC,False,False,False,False
0640-YJTPY,False,True,True,True
8096-LOIST,False,False,False,False
9764-REAFF,False,False,True,False
3703-VAVCL,False,True,True,True
7107-UBYKY,False,False,True,True
4881-GQJTW,False,True,False,False
8519-QJGJD,False,False,False,False
7876-DNYAP,False,False,True,True
7905-NJMXS,True,True,True,False
2882-WDTBA,False,True,True,True
2091-GPPIQ,False,False,True,True
6326-MTTXK,False,True,False,False
5071-FBJFS,False,False,True,True
2796-UUZZO,False,True,True,True
2429-AYKKO,False,True,False,False
9798-OPFEM,False,False,False,False
0330-IVZHA,False,False,True,False
3794-NFNCH,False,True,True,False
5193-QLVZB,False,True,False,False
7114-AEOZE,False,False,False,False
2886-KEFUM,False,False,True,False
5522-NYKPB,False,True,True,True
4237-RLAQD,False,True,False,False
9957-YODKZ,True,True,True,False
6518-KZXCB,False,True,False,False
2245-ADZFJ,False,False,True,True
7776-QGYJC,False,False,True,True
9313-QOLTZ,False,True,False,False
9651-GTSAQ,False,False,True,False
3186-BAXNB,False,False,False,False
4672-FOTSD,False,True,False,False
0637-YLETY,False,False,False,False
9818-XQCUV,False,False,False,False
7338-ERIVA,False,True,False,True
1157-BQCUW,False,True,False,False
8259-NFJTV,False,False,True,True
3223-DWFIO,True,True,False,False
2660-EMUBI,True,True,False,False
6968-GMKPR,False,False,False,False
4751-ERMAN,False,True,True,True
1436-ZMJAN,False,False,True,False
3292-PBZEJ,True,True,False,False
0799-DDIHE,False,False,True,True
3070-FNFZQ,False,False,True,True
2812-SFXMJ,False,True,False,True
7675-OZCZG,True,False,False,False
5014-WUQMG,False,True,True,True
5312-TSZVC,False,False,False,True
2003-CKLOR,False,True,False,False
0993-OSGPT,True,False,True,False
9254-RBFON,False,False,True,True
1205-WNWPJ,False,False,False,False
9391-EOYLI,True,True,True,False
7108-DGVUU,True,False,True,False
2782-JEEBU,False,True,False,False
5127-BZENZ,False,False,True,True
2720-FVBQP,False,False,True,True
9906-NHHVC,True,False,False,False
4522-XRWWI,False,True,True,False
3766-EJLFL,False,False,True,True
5939-SXWHM,False,True,True,True
8152-UOBNY,True,False,False,False
7351-KYHQH,True,False,False,False
7643-RCHXS,False,False,True,True
8246-SHFGA,False,True,False,False
8387-MOJJT,False,False,True,True
0620-XEFWH,False,True,True,True
6485-QXWWE,False,False,False,True
2761-OCIAX,True,True,False,False
7321-VGNKU,False,False,True,False
5327-CNLUQ,False,True,True,False
7552-KEYGT,False,True,True,False
5816-JMLGY,False,False,True,True
3068-OMWZA,True,True,False,False
2927-QRRQV,False,True,True,False
6032-KRXXO,False,True,False,False
7459-RRWQZ,False,False,False,False
6265-SXWBU,False,True,True,True
7941-RCJOW,False,True,False,False
6374-NTQLP,True,True,True,True
4154-AQUGT,True,True,True,False
2387-KDZQY,False,True,False,False
3584-WKTTW,False,True,True,False
3399-BMLVW,False,True,True,True
1971-DTCZB,False,False,True,False
3092-IGHWF,False,True,True,True
3374-PZLXD,False,True,False,False
3813-DHBBB,False,True,True,False
2812-REYAT,False,False,True,False
6518-PPLMZ,False,True,True,True
4939-KYYPY,False,True,False,False
8017-LXHFA,True,False,False,False
5930-GBIWP,False,True,False,False
6022-KOUQO,False,False,True,True
6352-TWCAU,False,False,False,False
2361-UPSND,False,False,True,False
6035-RIIOM,False,False,False,False
2929-QNSRW,False,False,True,False
1262-OPMFY,False,False,True,False
9504-DSHWM,False,True,False,False
5035-BVCXS,False,True,False,False
6267-DCFFZ,True,False,True,False
3533-UVMOM,False,True,True,False
2439-LYPMQ,True,True,True,False
4248-QPAVC,True,False,True,False
1899-VXWXM,False,True,False,False
1478-VPOAD,False,False,False,False
9995-HOTOH,False,True,True,True
2988-PLAHS,False,False,False,False
1371-OJCEK,False,False,False,False
4999-IEZLT,False,True,False,False
8883-ANODQ,False,False,True,True
4690-LLKUA,True,True,False,False
2351-RRBUE,False,False,True,True
5980-BDHPY,False,True,True,False
1498-DQNRX,False,False,True,False
9469-WEJBT,False,True,True,False
3331-HQDTW,False,False,False,False
9490-DFPMD,True,False,False,False
2581-VKIRT,False,False,True,True
5442-XSDCW,False,True,True,True
7426-WEIJX,True,True,True,True
2851-MMUTZ,False,False,False,False
3049-NDXFL,False,False,False,False
8580-AECUZ,True,True,False,False
3307-TLCUD,False,True,True,False
6625-FLENO,False,True,True,False
2967-MXRAV,False,True,True,True
7963-GQRMY,False,False,True,True
8189-HBVRW,False,False,False,False
4163-KIUHY,False,True,False,False
1228-FZFRV,False,True,True,True
3500-NSDOA,False,True,True,True
1171-TYKUR,False,True,True,False
3761-FLYZI,True,False,True,False
2058-DCJBE,False,True,False,False
5364-XYIRR,False,True,True,False
4829-AUOAX,False,False,False,False
1219-NNDDO,False,False,False,False
8388-DMKAE,False,False,False,False
4403-BWPAY,False,True,False,False
9659-QEQSY,False,False,False,False
5405-ZMYXQ,False,False,False,False
5047-LHVLY,True,True,False,True
1442-OKRJE,False,True,True,True
4737-AQCPU,False,True,True,True
9158-VCTQB,False,False,True,False
2808-CHTDM,False,False,True,True
6311-UEUME,False,False,False,False
0793-TWELN,False,False,False,False
3283-WCWXT,False,True,True,True
1060-ENTOF,True,False,True,False
0999-QXNSA,True,True,False,True
5451-MHQOF,False,True,True,True
4836-WNFNO,False,False,True,False
9225-BZLNZ,False,True,True,False
0354-VXMJC,False,True,True,True
4422-QVIJA,False,False,False,True
9365-SRSZE,True,True,True,False
6839-ITVZJ,False,False,True,True
8332-OSJDW,False,True,True,True
4735-BJKOU,False,False,False,False
0274-JKUJR,False,True,True,True
5740-YHGTW,False,True,True,True
8917-SZTTJ,False,True,True,True
1696-MZVAU,False,True,True,True
7359-WWYJV,False,True,True,False
0375-HVGXO,False,False,False,False
4906-ZHGPK,False,True,True,True
8593-WHYHV,False,True,False,False
3795-GWTRD,False,False,True,True
1298-PHBTI,False,True,True,True
6223-DHJGV,False,False,False,False
6961-MJKBO,False,True,False,False
6097-EQISJ,False,False,True,True
4423-YLHDV,False,False,True,False
8158-WPEZG,False,True,False,False
0107-YHINA,False,True,False,True
4918-FYJNT,True,False,True,False
0727-BNRLG,False,True,False,False
4854-CIDCF,True,False,False,False
8640-SDGKB,False,True,False,False
3280-MRDOF,True,True,False,False
6435-SRWBJ,False,False,False,False
9964-WBQDJ,False,False,True,False
6303-KFWSL,False,False,False,False
1702-CCFNJ,False,True,True,False
8932-CZHRQ,False,True,False,False
0386-CWRGM,False,False,True,True
5515-RUGKN,False,True,False,False
0404-AHASP,False,True,True,False
7279-NMVJC,False,False,False,False
2081-VEYEH,False,True,False,False
6407-UTSLV,True,False,False,False
4116-TZAQJ,False,False,False,False
9060-HJJRW,False,False,False,False
2587-YNLES,False,False,True,True
7398-SKNQZ,False,False,True,False
5935-FCCNB,True,False,False,False
1958-RNRKS,False,True,True,False
5136-RGMZO,False,True,False,False
8345-MVDYC,False,False,False,False
8226-BXGES,False,True,True,False
3877-JRJIP,False,True,False,False
8375-DKEBR,True,False,False,False
9705-IOVQQ,True,True,True,True
1015-OWJKI,False,True,False,False
7511-YMXVQ,False,True,False,False
2040-XBAVJ,False,True,True,True
7551-JOHTI,False,False,False,False
8887-IPQNC,False,False,True,False
8646-JCOMS,False,False,True,False
9804-ICWBG,False,True,False,False
1222-KJNZD,False,True,True,True
0106-GHRQR,False,True,False,False
5318-IXUZF,False,False,False,False
3768-VHXQO,False,True,True,False
8952-WCVCD,False,False,True,False
2418-TPEUN,False,False,True,True
3963-RYFNS,False,False,False,False
3198-VELRD,False,False,True,True
8540-ZQGEA,False,False,True,False
1320-REHCS,True,True,False,False
4137-JOPHL,False,False,False,False
9436-ZBZCT,False,True,False,False
7801-CEDNV,False,True,True,False
2057-BOYKM,True,False,True,False
3658-QQJYD,False,True,False,False
1803-BGNBD,False,False,False,False
0134-XWXCE,True,False,False,False
6950-TWMYB,False,True,True,True
5848-FHRFC,False,False,False,False
2243-FNMMI,False,True,False,False
2511-MORQY,False,True,True,True
5356-KZCKT,False,True,False,False
9470-XCCEM,False,True,True,True
6519-CFDBX,False,False,False,False
3902-MIVLE,False,True,True,True
0409-WTMPL,False,False,True,False
8763-KIAFH,False,False,True,True
3669-WHAFY,False,False,True,False
3055-VTCGS,False,False,False,False
3144-KMTWZ,False,True,True,False
7279-BUYWN,True,False,False,False
7156-MHUGY,True,True,False,False
7198-GLXTC,False,True,False,False
2007-QVGAW,False,False,True,True
5207-PLSTK,False,True,True,True
2307-FYNNL,True,True,False,False
5605-XNWEN,True,True,True,False
2155-AMQRX,False,False,False,False
6181-AXXYF,False,True,True,True
5091-HFAZW,False,False,False,False
0516-VRYBW,False,False,False,True
2519-LBNQL,True,True,True,False
8623-ULFNQ,True,False,False,False
8380-PEFPE,False,True,False,True
5687-DKDTV,False,False,False,False
1568-LJSZU,False,True,True,True
7530-HDYDS,False,False,False,False
7789-HKSBS,True,False,True,False
7416-CKTEP,False,False,True,False
2586-CWXVV,False,True,True,False
3096-IZETN,False,False,False,False
2348-KCJLT,False,False,True,False
8401-EMUWF,False,True,True,True
4193-IBKSW,False,True,True,True
5377-NDTOU,False,False,True,True
5922-ABDVO,False,False,True,False
2474-LCNUE,False,False,True,False
0839-QNXME,False,False,False,False
3506-OVLKD,False,True,False,False
9172-ANCRX,False,False,False,False
6650-VJONK,False,True,False,False
2178-PMGCJ,False,True,False,False
7492-TAFJD,False,True,True,True
2773-MADBQ,False,False,False,False
6016-LVTJQ,False,False,True,True
7860-KSUGX,False,True,True,True
8966-KZXXA,False,True,True,True
6910-HADCM,False,False,False,False
4816-LXZYW,False,False,False,False
9606-PBKBQ,True,True,True,False
5149-QYTTU,False,False,True,True
2070-XYMFH,True,False,False,False
2085-BOJKI,False,True,True,False
0817-HSUSE,False,True,False,False
5442-PPTJY,False,True,True,True
1927-QEWMY,False,False,True,False
1663-MHLHE,False,True,False,False
5663-QBGIS,True,True,True,False
4450-MDZFX,False,True,True,True
6701-DHKWQ,False,False,True,True
7554-AKDQF,False,False,True,False
3536-IQCTX,True,True,True,False
4911-BANWH,False,False,False,True
8496-EJAUI,False,True,False,False
0794-YVSGE,False,True,True,True
5423-BHIXO,False,False,False,False
6908-VVYHM,False,True,True,False
2959-EEXWB,False,False,True,True
1839-UMACK,False,True,False,False
3030-YDNRM,False,True,False,False
7321-KKSDU,False,True,False,True
3402-XRIUO,True,False,True,False
3132-TVFDZ,True,True,True,False
8286-AFUYI,False,True,False,False
8080-DDEMJ,True,True,False,False
8356-WUAOJ,False,False,True,False
6365-MTGZX,False,True,False,False
1349-WXNGG,False,True,False,False
8058-DMYRU,True,True,False,False
9350-ZXYJC,False,False,False,False
6990-YNRIO,False,True,True,True
8958-JPTRR,False,False,True,False
6959-GQEGV,False,True,False,False
3173-WSSUE,False,False,True,True
1265-HVPZB,False,True,True,False
4115-UMJFQ,False,True,False,False
7369-TRPFD,False,True,False,False
1098-KFQEC,False,False,True,True
7190-XHTWJ,False,False,False,False
0621-TWIEM,False,True,False,False
3537-RYBHH,True,False,True,False
2485-ITVKB,False,False,True,False
3669-OYSJI,False,True,False,False
1612-EOHDH,False,False,False,False
6702-OHFWR,True,True,False,False
5296-BFCYD,False,True,True,True
4510-PYUSH,True,False,False,False
9359-JANWS,False,False,True,False
7517-SAWMO,False,False,True,False
4143-HHPMK,False,True,False,False
3279-DYZQM,False,True,True,True
7054-LGEQW,False,False,False,False
0523-VNGTF,True,False,False,False
9575-IWCAZ,False,True,True,False
7105-MXJLL,True,False,True,False
7064-FRRSW,True,True,False,False
7940-UQQUG,False,False,True,True
0923-PNFUB,False,False,False,False
3961-SXAXY,False,True,False,False
7010-BRBUU,False,True,True,True
3566-HJGPK,False,True,False,False
3062-ICYZQ,False,False,True,True
9938-PRCVK,False,False,True,True
0973-KYVNF,False,False,True,True
5129-HHMZC,False,False,True,False
9637-CDTKZ,False,True,True,False
3946-JEWRQ,False,True,True,False
7873-CVMAW,False,True,False,False
0463-WZZKO,False,True,False,False
3494-JCHRQ,False,True,False,False
6474-FVJLC,False,True,False,False
4524-QCSSM,False,True,False,False
5832-EXGTT,False,True,True,True
8840-DQLGN,True,False,True,False
2039-JONDJ,False,True,False,False
7217-JYHOQ,False,True,True,True
6695-FRVEC,False,True,True,True
4547-LYTDD,False,False,False,False
9894-QMIMJ,False,False,False,False
8069-YQQAJ,False,True,False,False
6770-XUAGN,False,False,True,True
4193-ORFCL,True,False,False,False
1636-NTNCO,True,True,False,False
3466-WAESX,False,True,False,True
9281-PKKZE,False,False,True,False
3638-VBZTA,False,True,False,True
7459-IMVYU,False,True,False,False
7776-QWNFX,True,True,True,False
6689-TCZHQ,True,False,False,False
8563-OYMQY,False,True,False,False
0754-EEBDC,False,True,True,True
5777-ZPQNC,False,False,False,False
1951-IEYXM,False,True,True,True
3318-NMQXL,False,True,False,False
3143-ILDAL,False,True,False,False
1022-RKXDR,False,False,False,False
2361-FJWNO,False,True,False,False
2272-UOINI,False,False,False,False
8232-UTFOZ,False,True,False,False
3750-YHRYO,False,True,True,True
6637-KYRCV,False,False,True,True
5668-MEISB,False,False,True,True
0129-QMPDR,False,True,True,True
7188-CBBBA,False,False,False,False
5356-CSVSQ,False,False,False,False
3221-CJMSG,False,True,False,False
4720-VSTSI,False,False,False,False
3219-JQRSL,True,False,True,False
2801-NISEI,False,True,False,False
3946-MHCZW,False,True,False,False
4623-ZKHLY,False,True,True,False
6732-VAILE,False,True,True,True
8201-AAXCB,False,True,True,True
7696-CFTAT,False,True,True,True
1845-CSBRZ,True,False,True,True
2123-VSCOT,False,False,True,True
6651-AZVTJ,False,True,True,True
4566-GOLUK,False,True,True,True
2484-DGXPZ,False,False,True,True
2018-QKYGT,False,True,True,True
2792-VPPET,False,True,False,False
7409-JURKQ,False,False,True,False
3247-MHJKM,False,True,False,False
1964-SVLEA,False,True,False,False
4587-NUKOX,False,False,False,False
7297-DVYGA,False,False,False,False
2239-CGBUZ,False,False,True,False
0854-UYHZD,False,False,True,True
7243-LCGGZ,False,False,False,False
8267-KFGYD,False,True,False,True
4890-VMUAV,False,True,False,False
9261-WDCAF,False,True,False,False
3764-MNMOI,False,True,False,False
7442-YGZFK,False,True,False,False
0420-BWTPW,False,True,False,True
8229-BUJHX,False,False,True,True
7449-HVPIV,False,True,True,True
5504-WSIUR,False,False,False,False
8183-ONMXC,False,False,False,False
8466-PZBLH,False,True,True,True
9614-RMGHA,False,True,True,False
8735-IJJEG,False,True,True,False
0564-MUUQK,False,False,True,True
5054-IEXZT,False,True,False,True
5834-ASPWA,False,True,False,False
0701-RFGFI,False,False,True,True
0019-EFAEP,False,False,False,False
5619-PTMIK,False,False,True,False
3737-XBQDD,False,True,False,False
5882-CMAZQ,False,False,True,True
5846-QFDFI,False,False,True,True
4445-KWOKW,False,False,False,False
3511-APPBJ,False,True,False,False
7967-HYCDE,False,True,False,False
2430-RRYUW,False,True,False,False
3948-XHGNA,False,True,False,False
3723-BFBGR,True,True,False,False
0565-IYCGT,False,True,False,False
5447-WZAFP,False,False,False,False
5110-CHOPY,False,False,False,False
5445-UTODQ,False,False,True,False
4425-OWHWB,False,False,False,False
7892-QVYKW,False,False,True,True
9675-ICXCT,False,True,True,True
1024-VRZHF,False,True,True,False
4703-MQYKT,False,True,False,False
9497-QCMMS,True,True,False,False
5692-ICXLW,True,True,False,False
0602-DDUML,False,False,False,False
2208-MPXIO,False,False,True,True
1960-UYCNN,False,True,False,False
0348-SDKOL,False,False,True,False
3190-FZATL,False,True,False,True
7336-RLLRH,False,True,True,False
4373-MAVJG,False,False,True,True
8901-HJXTF,False,False,True,True
7710-JSYOA,False,False,True,True
5419-KLXBN,False,False,True,True
3424-NMNBO,True,True,True,False
9885-MFVSU,False,False,True,True
4514-GFCFI,True,False,False,False
0607-MVMGC,False,True,True,True
3365-SAIGS,False,False,False,False
9828-AOQLM,False,False,True,True
8022-BECSI,False,True,False,False
8000-REIQB,True,False,False,False
9993-LHIEB,False,True,True,True
0266-CLZKZ,False,False,True,True
7615-ESMYF,False,False,True,False
3858-VOBET,False,True,False,False
7020-OZKXZ,True,False,False,False
3977-QCRSL,False,False,False,False
0017-DINOC,False,True,False,False
1447-PJGGA,False,False,False,False
8565-CLBZW,False,True,False,False
9139-WQQDY,False,False,True,True
0224-HJAPT,False,True,False,False
8086-OVPWV,False,True,False,False
9430-FRQOC,False,False,False,True
7639-OPLNG,False,True,True,True
3074-GQWYX,False,True,False,False
1492-QGCLU,False,True,True,True
6845-RGTYS,False,False,True,False
7328-OWMOM,False,False,False,True
4418-LZMSV,False,True,True,True
5155-AZQPB,False,False,True,True
8861-HGGKB,False,False,False,False
1087-GRUYI,False,True,True,False
7065-YUNRY,False,False,False,False
7694-VLBWQ,False,True,True,False
2546-KZAAT,False,True,True,False
0181-RITDD,False,True,True,True
5989-PGKJB,False,False,False,False
4795-KTRTH,True,False,True,False
8272-ONJLV,False,True,False,False
1488-PBLJN,False,False,True,True
0308-GIQJT,True,True,False,False
3778-FOAQW,False,False,True,False
4452-ROHMO,False,False,False,False
6481-OGDOO,False,True,True,False
3090-LETTY,False,True,False,True
5349-AZPEW,False,False,True,True
3753-TSEMP,False,False,True,False
8305-VHZBZ,False,True,False,False
9720-JJJOR,False,True,True,True
8100-HZZLJ,False,False,False,True
8775-ERLNB,True,True,True,False
8309-IEYJD,True,False,False,False
9172-JITSM,False,False,True,True
6298-QDFNH,False,True,False,False
7398-HPYZQ,False,True,True,False
3546-GHEAE,False,True,False,False
7361-YPXFS,True,False,False,False
6557-BZXLQ,True,True,False,False
2550-QHZGP,False,True,False,False
7519-JTWQH,False,False,False,False
2538-OIMXF,False,False,False,True
8543-MSDMF,False,True,False,False
9961-JBNMK,True,True,False,False
1170-SASML,False,False,True,False
4872-JCVCA,False,False,True,False
5346-BZCHP,False,False,True,True
2038-LLMLM,False,False,False,False
6173-ITPWD,False,True,True,False
9734-UYXQI,False,False,False,False
1216-BGTSP,False,True,False,False
4138-NAXED,False,True,False,False
2189-UXTKY,False,False,True,False
0744-BIKKF,False,True,False,False
7483-IQWIB,False,True,True,True
5248-KWLAR,False,True,True,True
4958-GZWIY,False,True,True,True
7996-MHXLW,False,False,False,False
7833-PKIHD,False,True,True,True
7061-OVMIM,False,False,True,True
5153-RTHKF,False,False,False,False
1852-QSWCD,False,True,True,True
4832-VRBMR,True,True,True,False
9079-LWTFD,False,True,False,False
6356-ELRKD,False,False,False,False
8624-GIOUT,False,False,False,False
3392-EHMNK,False,False,True,True
5986-WWXDV,False,True,False,True
3061-BCKYI,False,True,False,False
6179-GJPSO,True,False,False,False
7901-TBKJX,True,True,False,False
7228-PAQPD,False,False,False,False
3177-LASXD,False,False,False,False
7746-QYVCO,False,True,True,True
5804-HYIEZ,False,True,True,True
9919-FZDED,True,True,True,False
5934-TSSAU,False,False,True,True
3486-KHMLI,False,True,False,True
4897-QSUYC,False,False,False,False
1084-UQCHV,False,True,False,True
8290-YWKHZ,True,False,True,False
2955-BJZHG,False,True,True,True
3806-DXQOM,False,False,False,False
6784-XYJAE,False,False,False,False
3933-DQPWX,False,False,False,False
6661-EIPZC,False,False,True,True
8957-THMOA,False,False,False,True
2251-PYLPB,False,True,True,False
5555-RNPGT,False,True,False,True
1057-FOGLZ,False,False,False,False
9300-RENDD,False,True,False,False
0761-AETCS,False,False,False,False
8087-LGYHQ,False,True,False,False
4137-BTIKL,False,True,False,False
2190-BCXEC,False,False,True,False
6227-FBDXH,False,True,True,False
2153-MREFK,False,False,True,False
2911-WDXMV,False,True,False,True
7206-PQBBZ,True,True,True,False
3106-ULWFW,False,False,True,False
0925-VYDLG,False,False,False,False
4547-FZJWE,False,True,True,True
7422-WNBTY,False,True,True,False
0842-IWYCP,False,False,False,False
3521-HTQTV,False,True,False,False
3744-ZBHON,False,False,False,False
3373-DIUUN,False,True,True,True
8383-SGHJU,False,False,False,False
7607-QKKTJ,False,True,True,True
7707-PYBBH,False,True,False,False
8984-HPEMB,False,False,False,False
4349-GFQHK,False,True,False,False
4139-DETXS,False,False,True,True
9779-DPNEJ,False,False,True,True
9805-FILKB,False,True,True,True
5793-YOLJN,False,False,True,True
0673-IGUQO,False,True,False,False
4123-FCVCB,False,False,False,False
8819-IMISP,False,True,False,False
7802-EFKNY,False,True,True,False
8311-UEUAB,False,False,True,True
5858-EAFCZ,False,True,False,False
8035-BUYVG,False,True,True,False
1163-ONYEY,False,True,True,True
9787-XVQIU,False,True,False,False
8945-MUQUF,False,True,False,False
5656-MJEFC,False,True,True,True
6082-OQFBA,False,True,True,True
8051-HJRLT,True,False,False,False
8974-OVACP,False,False,False,False
4010-YLMVT,False,False,False,False
1379-FRVEB,False,True,False,True
8612-GXIDD,False,True,True,True
6288-CHQJB,False,False,True,True
8160-HOWOX,False,False,False,False
3023-GFLBR,False,False,True,True
6648-INWPS,False,True,True,True
4223-BKEOR,False,False,False,True
4079-VTGLK,True,True,True,False
1763-WQFUK,False,True,False,False
1391-UBDAR,False,True,False,False
8894-JVDCV,False,False,False,False
2023-VQFDL,False,True,False,False
1345-GKDZZ,False,True,False,True
2014-MKGMH,False,False,False,False
5628-FCGYG,False,True,False,False
2560-WBWXF,False,True,False,False
0248-IPDFW,False,False,False,False
7978-DKUQH,False,False,True,False
4335-UPJSI,False,False,False,True
0524-IAVZO,False,False,True,False
2737-YNGYW,False,False,False,False
1784-EZDKJ,False,True,True,False
9297-FVVDH,False,False,True,True
8007-YYPWD,False,False,False,False
7101-HRBLJ,False,False,True,True
5159-YFPKQ,False,False,False,False
6635-CPNUN,False,True,True,False
4021-RQSNY,True,True,True,False
5453-YBTWV,False,True,True,True
5039-LZRQT,False,False,False,False
2931-VUVJN,True,False,True,False
9061-TIHDA,True,True,True,False
8699-ASUFO,True,True,True,False
6418-PIQSP,False,False,True,False
8220-OCUFY,False,False,False,False
3995-WFCSM,False,False,False,False
1895-QTKDO,False,False,False,False
2038-OEQZH,False,True,False,False
1178-PZGAB,False,False,False,False
7927-AUXBZ,False,False,False,False
2626-VEEWG,False,True,True,True
2878-RMWXY,True,True,True,False
1657-DYMBM,False,True,True,False
7311-MQJCH,False,False,False,False
7375-WMVMT,True,True,True,False
1136-XGEQU,False,False,True,True
2530-FMFXO,False,True,True,True
6844-DZKRF,False,True,False,False
4695-WJZUE,True,False,False,False
7619-ODSGN,False,True,True,True
5970-GHJAW,False,True,True,True
8879-XUAHX,False,True,True,False
3689-MOZGR,False,False,False,False
4195-PNGZS,False,True,True,True
5003-XZWWO,False,True,True,False
3988-RQIXO,True,False,False,False
7622-FWGEW,True,True,True,False
6922-NCEDI,False,True,False,True
2514-GINMM,False,True,False,False
